employee_id	name	dept_cd	job_cd	role_name
17360	user17360	01020100	99	vice
17361	user17361	01020101	01	normal
17362	user17362	01020110	02	normal
17363	user17363	01020150	03	normal
17365	user17365	01020100	05	normal
17366	user17366	01020101	06	normal
17367	user17367	01020110	07	normal
17368	user17368	01020150	08	normal
17369	user17369	01020199	09	normal
17378	user17378	01020150	99	vice
17379	user17379	01020199	01	normal
17380	user17380	01020100	02	normal
17381	user17381	01020101	03	normal
17383	user17383	01020150	05	normal
17384	user17384	01020199	06	normal
17385	user17385	01020100	07	normal
17386	user17386	01020101	08	normal
17387	user17387	01020110	09	normal
17396	user17396	01020101	99	vice
17397	user17397	01020110	01	normal
17398	user17398	01020150	02	normal
17399	user17399	01020199	03	normal
17401	user17401	01020101	05	normal
17402	user17402	01020110	06	normal
17403	user17403	01020150	07	normal
17404	user17404	01020199	08	normal
17405	user17405	01020100	09	normal
17414	user17414	01020199	99	vice
17415	user17415	01020100	01	normal
17416	user17416	01020101	02	normal
17417	user17417	01020110	03	normal
17419	user17419	01020199	05	normal
17420	user17420	01020100	06	normal
17421	user17421	01020101	07	normal
17422	user17422	01020110	08	normal
17423	user17423	01020150	09	normal
17432	user17432	01020110	99	vice
17433	user17433	01020150	01	normal
17434	user17434	01020199	02	normal
17435	user17435	01020100	03	normal
17437	user17437	01020110	05	normal
17438	user17438	01020150	06	normal
17439	user17439	01020199	07	normal
17440	user17440	01020100	08	normal
17441	user17441	01020101	09	normal
17450	user17450	01020100	99	vice
17451	user17451	01020101	01	normal
17452	user17452	01020110	02	normal
17453	user17453	01020150	03	normal
17455	user17455	01020100	05	normal
17456	user17456	01020101	06	normal
17457	user17457	01020110	07	normal
17458	user17458	01020150	08	normal
17459	user17459	01020199	09	normal
17468	user17468	01020150	99	vice
17469	user17469	01020199	01	normal
17470	user17470	01020100	02	normal
17471	user17471	01020101	03	normal
17473	user17473	01020150	05	normal
17474	user17474	01020199	06	normal
17475	user17475	01020100	07	normal
17476	user17476	01020101	08	normal
17477	user17477	01020110	09	normal
17486	user17486	01020101	99	vice
17487	user17487	01020110	01	normal
17488	user17488	01020150	02	normal
17489	user17489	01020199	03	normal
17491	user17491	01020101	05	normal
17492	user17492	01020110	06	normal
17493	user17493	01020150	07	normal
17494	user17494	01020199	08	normal
17495	user17495	01020100	09	normal
17504	user17504	01020199	99	vice
17505	user17505	01020100	01	normal
17506	user17506	01020101	02	normal
17507	user17507	01020110	03	normal
17509	user17509	01020199	05	normal
17510	user17510	01020100	06	normal
17511	user17511	01020101	07	normal
17512	user17512	01020110	08	normal
17513	user17513	01020150	09	normal
17522	user17522	01020110	99	vice
17523	user17523	01020150	01	normal
17524	user17524	01020199	02	normal
17525	user17525	01020100	03	normal
17527	user17527	01020110	05	normal
17528	user17528	01020150	06	normal
17529	user17529	01020199	07	normal
17530	user17530	01020100	08	normal
17531	user17531	01020101	09	normal
17540	user17540	01020100	99	vice
17541	user17541	01020101	01	normal
17542	user17542	01020110	02	normal
17543	user17543	01020150	03	normal
17545	user17545	01020100	05	normal
17546	user17546	01020101	06	normal
17547	user17547	01020110	07	normal
17548	user17548	01020150	08	normal
17549	user17549	01020199	09	normal
17558	user17558	01020150	99	vice
17559	user17559	01020199	01	normal
17560	user17560	01020100	02	normal
17561	user17561	01020101	03	normal
17563	user17563	01020150	05	normal
17564	user17564	01020199	06	normal
17565	user17565	01020100	07	normal
17566	user17566	01020101	08	normal
17567	user17567	01020110	09	normal
17576	user17576	01020101	99	vice
17577	user17577	01020110	01	normal
17578	user17578	01020150	02	normal
17579	user17579	01020199	03	normal
17581	user17581	01020101	05	normal
17582	user17582	01020110	06	normal
17583	user17583	01020150	07	normal
17584	user17584	01020199	08	normal
17585	user17585	01020100	09	normal
17594	user17594	01020199	99	vice
17595	user17595	01020100	01	normal
17596	user17596	01020101	02	normal
17597	user17597	01020110	03	normal
17599	user17599	01020199	05	normal
17600	user17600	01020100	06	normal
17601	user17601	01020101	07	normal
17602	user17602	01020110	08	normal
17603	user17603	01020150	09	normal
17612	user17612	01020110	99	vice
17613	user17613	01020150	01	normal
17614	user17614	01020199	02	normal
17615	user17615	01020100	03	normal
17617	user17617	01020110	05	normal
17618	user17618	01020150	06	normal
17619	user17619	01020199	07	normal
17620	user17620	01020100	08	normal
17621	user17621	01020101	09	normal
17630	user17630	01020100	99	vice
17631	user17631	01020101	01	normal
17632	user17632	01020110	02	normal
17633	user17633	01020150	03	normal
17635	user17635	01020100	05	normal
17636	user17636	01020101	06	normal
17637	user17637	01020110	07	normal
17638	user17638	01020150	08	normal
17639	user17639	01020199	09	normal
17648	user17648	01020150	99	vice
17649	user17649	01020199	01	normal
17650	user17650	01020100	02	normal
17651	user17651	01020101	03	normal
17653	user17653	01020150	05	normal
17654	user17654	01020199	06	normal
17655	user17655	01020100	07	normal
17656	user17656	01020101	08	normal
17657	user17657	01020110	09	normal
17666	user17666	01020101	99	vice
17667	user17667	01020110	01	normal
17668	user17668	01020150	02	normal
17669	user17669	01020199	03	normal
17671	user17671	01020101	05	normal
17672	user17672	01020110	06	normal
17673	user17673	01020150	07	normal
17674	user17674	01020199	08	normal
17675	user17675	01020100	09	normal
17684	user17684	01020199	99	vice
17685	user17685	01020100	01	normal
17686	user17686	01020101	02	normal
17687	user17687	01020110	03	normal
17689	user17689	01020199	05	normal
17690	user17690	01020100	06	normal
17691	user17691	01020101	07	normal
17692	user17692	01020110	08	normal
17693	user17693	01020150	09	normal
17702	user17702	01020110	99	vice
17703	user17703	01020150	01	normal
17704	user17704	01020199	02	normal
17705	user17705	01020100	03	normal
17707	user17707	01020110	05	normal
17708	user17708	01020150	06	normal
17709	user17709	01020199	07	normal
17710	user17710	01020100	08	normal
17711	user17711	01020101	09	normal
17720	user17720	01020100	99	vice
17721	user17721	01020101	01	normal
17722	user17722	01020110	02	normal
17723	user17723	01020150	03	normal
17725	user17725	01020100	05	normal
17726	user17726	01020101	06	normal
17727	user17727	01020110	07	normal
17728	user17728	01020150	08	normal
17729	user17729	01020199	09	normal
17738	user17738	01020150	99	vice
17739	user17739	01020199	01	normal
17740	user17740	01020100	02	normal
17741	user17741	01020101	03	normal
17743	user17743	01020150	05	normal
17744	user17744	01020199	06	normal
17745	user17745	01020100	07	normal
17746	user17746	01020101	08	normal
17747	user17747	01020110	09	normal
17756	user17756	01020101	99	vice
17757	user17757	01020110	01	normal
17758	user17758	01020150	02	normal
17759	user17759	01020199	03	normal
17761	user17761	01020101	05	normal
17762	user17762	01020110	06	normal
17763	user17763	01020150	07	normal
17764	user17764	01020199	08	normal
17765	user17765	01020100	09	normal
17774	user17774	01020199	99	vice
17775	user17775	01020100	01	normal
17776	user17776	01020101	02	normal
17777	user17777	01020110	03	normal
17779	user17779	01020199	05	normal
17780	user17780	01020100	06	normal
17781	user17781	01020101	07	normal
17782	user17782	01020110	08	normal
17783	user17783	01020150	09	normal
17792	user17792	01020110	99	vice
17793	user17793	01020150	01	normal
17794	user17794	01020199	02	normal
17795	user17795	01020100	03	normal
17797	user17797	01020110	05	normal
17798	user17798	01020150	06	normal
17799	user17799	01020199	07	normal
17800	user17800	01020100	08	normal
17801	user17801	01020101	09	normal
17810	user17810	01020100	99	vice
17811	user17811	01020101	01	normal
17812	user17812	01020110	02	normal
17813	user17813	01020150	03	normal
17815	user17815	01020100	05	normal
17816	user17816	01020101	06	normal
17817	user17817	01020110	07	normal
17818	user17818	01020150	08	normal
17819	user17819	01020199	09	normal
17828	user17828	01020150	99	vice
17829	user17829	01020199	01	normal
17830	user17830	01020100	02	normal
17831	user17831	01020101	03	normal
17833	user17833	01020150	05	normal
17834	user17834	01020199	06	normal
17835	user17835	01020100	07	normal
17836	user17836	01020101	08	normal
17837	user17837	01020110	09	normal
17846	user17846	01020101	99	vice
17847	user17847	01020110	01	normal
17848	user17848	01020150	02	normal
17849	user17849	01020199	03	normal
17851	user17851	01020101	05	normal
17852	user17852	01020110	06	normal
17853	user17853	01020150	07	normal
17854	user17854	01020199	08	normal
17855	user17855	01020100	09	normal
17864	user17864	01020199	99	vice
17865	user17865	01020100	01	normal
17866	user17866	01020101	02	normal
17867	user17867	01020110	03	normal
17869	user17869	01020199	05	normal
17870	user17870	01020100	06	normal
17871	user17871	01020101	07	normal
17872	user17872	01020110	08	normal
17873	user17873	01020150	09	normal
17882	user17882	01020110	99	vice
17883	user17883	01020150	01	normal
17884	user17884	01020199	02	normal
17885	user17885	01020100	03	normal
17887	user17887	01020110	05	normal
17888	user17888	01020150	06	normal
17889	user17889	01020199	07	normal
17890	user17890	01020100	08	normal
17891	user17891	01020101	09	normal
17900	user17900	01020100	99	vice
17901	user17901	01020101	01	normal
17902	user17902	01020110	02	normal
17903	user17903	01020150	03	normal
17905	user17905	01020100	05	normal
17906	user17906	01020101	06	normal
17907	user17907	01020110	07	normal
17908	user17908	01020150	08	normal
17909	user17909	01020199	09	normal
17918	user17918	01020150	99	vice
17919	user17919	01020199	01	normal
17920	user17920	01020100	02	normal
17921	user17921	01020101	03	normal
17923	user17923	01020150	05	normal
17924	user17924	01020199	06	normal
17925	user17925	01020100	07	normal
17926	user17926	01020101	08	normal
17927	user17927	01020110	09	normal
17936	user17936	01020101	99	vice
17937	user17937	01020110	01	normal
17938	user17938	01020150	02	normal
17939	user17939	01020199	03	normal
17941	user17941	01020101	05	normal
17942	user17942	01020110	06	normal
17943	user17943	01020150	07	normal
17944	user17944	01020199	08	normal
17945	user17945	01020100	09	normal
17954	user17954	01020199	99	vice
17955	user17955	01020100	01	normal
17956	user17956	01020101	02	normal
17957	user17957	01020110	03	normal
17959	user17959	01020199	05	normal
17960	user17960	01020100	06	normal
17961	user17961	01020101	07	normal
17962	user17962	01020110	08	normal
17963	user17963	01020150	09	normal
17972	user17972	01020110	99	vice
17973	user17973	01020150	01	normal
17974	user17974	01020199	02	normal
17975	user17975	01020100	03	normal
17977	user17977	01020110	05	normal
17978	user17978	01020150	06	normal
17979	user17979	01020199	07	normal
17980	user17980	01020100	08	normal
17981	user17981	01020101	09	normal
17990	user17990	01020100	99	vice
17991	user17991	01020101	01	normal
17992	user17992	01020110	02	normal
17993	user17993	01020150	03	normal
17995	user17995	01020100	05	normal
17996	user17996	01020101	06	normal
17997	user17997	01020110	07	normal
17998	user17998	01020150	08	normal
17999	user17999	01020199	09	normal
18008	user18008	01020150	99	vice
18009	user18009	01020199	01	normal
18010	user18010	01020100	02	normal
18011	user18011	01020101	03	normal
18013	user18013	01020150	05	normal
18014	user18014	01020199	06	normal
18015	user18015	01020100	07	normal
18016	user18016	01020101	08	normal
18017	user18017	01020110	09	normal
18026	user18026	01020101	99	vice
18027	user18027	01020110	01	normal
18028	user18028	01020150	02	normal
18029	user18029	01020199	03	normal
18031	user18031	01020101	05	normal
18032	user18032	01020110	06	normal
18033	user18033	01020150	07	normal
18034	user18034	01020199	08	normal
18035	user18035	01020100	09	normal
18044	user18044	01020199	99	vice
18045	user18045	01020100	01	normal
18046	user18046	01020101	02	normal
18047	user18047	01020110	03	normal
18049	user18049	01020199	05	normal
18050	user18050	01020100	06	normal
18051	user18051	01020101	07	normal
18052	user18052	01020110	08	normal
18053	user18053	01020150	09	normal
18062	user18062	01020110	99	vice
18063	user18063	01020150	01	normal
18064	user18064	01020199	02	normal
18065	user18065	01020100	03	normal
18067	user18067	01020110	05	normal
18068	user18068	01020150	06	normal
18069	user18069	01020199	07	normal
18070	user18070	01020100	08	normal
18071	user18071	01020101	09	normal
18080	user18080	01020100	99	vice
18081	user18081	01020101	01	normal
18082	user18082	01020110	02	normal
18083	user18083	01020150	03	normal
18085	user18085	01020100	05	normal
18086	user18086	01020101	06	normal
18087	user18087	01020110	07	normal
18088	user18088	01020150	08	normal
18089	user18089	01020199	09	normal
18098	user18098	01020150	99	vice
18099	user18099	01020199	01	normal
18100	user18100	01020100	02	normal
18101	user18101	01020101	03	normal
18103	user18103	01020150	05	normal
18104	user18104	01020199	06	normal
18105	user18105	01020100	07	normal
18106	user18106	01020101	08	normal
18107	user18107	01020110	09	normal
18116	user18116	01020101	99	vice
18117	user18117	01020110	01	normal
18118	user18118	01020150	02	normal
18119	user18119	01020199	03	normal
18121	user18121	01020101	05	normal
18122	user18122	01020110	06	normal
18123	user18123	01020150	07	normal
18124	user18124	01020199	08	normal
18125	user18125	01020100	09	normal
18134	user18134	01020199	99	vice
18135	user18135	01020100	01	normal
18136	user18136	01020101	02	normal
18137	user18137	01020110	03	normal
18139	user18139	01020199	05	normal
18140	user18140	01020100	06	normal
18141	user18141	01020101	07	normal
18142	user18142	01020110	08	normal
18143	user18143	01020150	09	normal
18152	user18152	01020110	99	vice
18153	user18153	01020150	01	normal
18154	user18154	01020199	02	normal
18155	user18155	01020100	03	normal
18157	user18157	01020110	05	normal
18158	user18158	01020150	06	normal
18159	user18159	01020199	07	normal
18160	user18160	01020100	08	normal
18161	user18161	01020101	09	normal
18170	user18170	01020100	99	vice
18171	user18171	01020101	01	normal
18172	user18172	01020110	02	normal
18173	user18173	01020150	03	normal
18175	user18175	01020100	05	normal
18176	user18176	01020101	06	normal
18177	user18177	01020110	07	normal
18178	user18178	01020150	08	normal
18179	user18179	01020199	09	normal
18188	user18188	01020150	99	vice
18189	user18189	01020199	01	normal
18190	user18190	01020100	02	normal
18191	user18191	01020101	03	normal
18193	user18193	01020150	05	normal
18194	user18194	01020199	06	normal
18195	user18195	01020100	07	normal
18196	user18196	01020101	08	normal
18197	user18197	01020110	09	normal
18206	user18206	01020101	99	vice
18207	user18207	01020110	01	normal
18208	user18208	01020150	02	normal
18209	user18209	01020199	03	normal
18211	user18211	01020101	05	normal
18212	user18212	01020110	06	normal
18213	user18213	01020150	07	normal
18214	user18214	01020199	08	normal
18215	user18215	01020100	09	normal
18224	user18224	01020199	99	vice
18225	user18225	01020100	01	normal
18226	user18226	01020101	02	normal
18227	user18227	01020110	03	normal
18229	user18229	01020199	05	normal
18230	user18230	01020100	06	normal
18231	user18231	01020101	07	normal
18232	user18232	01020110	08	normal
18233	user18233	01020150	09	normal
18242	user18242	01020110	99	vice
18243	user18243	01020150	01	normal
18244	user18244	01020199	02	normal
18245	user18245	01020100	03	normal
18247	user18247	01020110	05	normal
18248	user18248	01020150	06	normal
18249	user18249	01020199	07	normal
18250	user18250	01020100	08	normal
18251	user18251	01020101	09	normal
18260	user18260	01020100	99	vice
18261	user18261	01020101	01	normal
18262	user18262	01020110	02	normal
18263	user18263	01020150	03	normal
18265	user18265	01020100	05	normal
18266	user18266	01020101	06	normal
18267	user18267	01020110	07	normal
18268	user18268	01020150	08	normal
18269	user18269	01020199	09	normal
18278	user18278	01020150	99	vice
18279	user18279	01020199	01	normal
18280	user18280	01020100	02	normal
18281	user18281	01020101	03	normal
18283	user18283	01020150	05	normal
18284	user18284	01020199	06	normal
18285	user18285	01020100	07	normal
18286	user18286	01020101	08	normal
18287	user18287	01020110	09	normal
18296	user18296	01020101	99	vice
18297	user18297	01020110	01	normal
18298	user18298	01020150	02	normal
18299	user18299	01020199	03	normal
18301	user18301	01020101	05	normal
18302	user18302	01020110	06	normal
18303	user18303	01020150	07	normal
18304	user18304	01020199	08	normal
18305	user18305	01020100	09	normal
18314	user18314	01020199	99	vice
18315	user18315	01020100	01	normal
18316	user18316	01020101	02	normal
18317	user18317	01020110	03	normal
18319	user18319	01020199	05	normal
18320	user18320	01020100	06	normal
18321	user18321	01020101	07	normal
18322	user18322	01020110	08	normal
18323	user18323	01020150	09	normal
18332	user18332	01020110	99	vice
18333	user18333	01020150	01	normal
18334	user18334	01020199	02	normal
18335	user18335	01020100	03	normal
18337	user18337	01020110	05	normal
18338	user18338	01020150	06	normal
18339	user18339	01020199	07	normal
18340	user18340	01020100	08	normal
18341	user18341	01020101	09	normal
18350	user18350	01020100	99	vice
18351	user18351	01020101	01	normal
18352	user18352	01020110	02	normal
18353	user18353	01020150	03	normal
18355	user18355	01020100	05	normal
18356	user18356	01020101	06	normal
18357	user18357	01020110	07	normal
18358	user18358	01020150	08	normal
18359	user18359	01020199	09	normal
18368	user18368	01020150	99	vice
18369	user18369	01020199	01	normal
18370	user18370	01020100	02	normal
18371	user18371	01020101	03	normal
18373	user18373	01020150	05	normal
18374	user18374	01020199	06	normal
18375	user18375	01020100	07	normal
18376	user18376	01020101	08	normal
18377	user18377	01020110	09	normal
18386	user18386	01020101	99	vice
18387	user18387	01020110	01	normal
18388	user18388	01020150	02	normal
18389	user18389	01020199	03	normal
18391	user18391	01020101	05	normal
18392	user18392	01020110	06	normal
18393	user18393	01020150	07	normal
18394	user18394	01020199	08	normal
18395	user18395	01020100	09	normal
18404	user18404	01020199	99	vice
18405	user18405	01020100	01	normal
18406	user18406	01020101	02	normal
18407	user18407	01020110	03	normal
18409	user18409	01020199	05	normal
18410	user18410	01020100	06	normal
18411	user18411	01020101	07	normal
18412	user18412	01020110	08	normal
18413	user18413	01020150	09	normal
18422	user18422	01020110	99	vice
18423	user18423	01020150	01	normal
18424	user18424	01020199	02	normal
18425	user18425	01020100	03	normal
18427	user18427	01020110	05	normal
18428	user18428	01020150	06	normal
18429	user18429	01020199	07	normal
18430	user18430	01020100	08	normal
18431	user18431	01020101	09	normal
18440	user18440	01020100	99	vice
18441	user18441	01020101	01	normal
18442	user18442	01020110	02	normal
18443	user18443	01020150	03	normal
18445	user18445	01020100	05	normal
18446	user18446	01020101	06	normal
18447	user18447	01020110	07	normal
18448	user18448	01020150	08	normal
18449	user18449	01020199	09	normal
18458	user18458	01020150	99	vice
18459	user18459	01020199	01	normal
18460	user18460	01020100	02	normal
18461	user18461	01020101	03	normal
18463	user18463	01020150	05	normal
18464	user18464	01020199	06	normal
18465	user18465	01020100	07	normal
18466	user18466	01020101	08	normal
18467	user18467	01020110	09	normal
18476	user18476	01020101	99	vice
18477	user18477	01020110	01	normal
18478	user18478	01020150	02	normal
18479	user18479	01020199	03	normal
18481	user18481	01020101	05	normal
18482	user18482	01020110	06	normal
18483	user18483	01020150	07	normal
18484	user18484	01020199	08	normal
18485	user18485	01020100	09	normal
18494	user18494	01020199	99	vice
18495	user18495	01020100	01	normal
18496	user18496	01020101	02	normal
18497	user18497	01020110	03	normal
18499	user18499	01020199	05	normal
18500	user18500	01020100	06	normal
18501	user18501	01020101	07	normal
18502	user18502	01020110	08	normal
18503	user18503	01020150	09	normal
18512	user18512	01020110	99	vice
18513	user18513	01020150	01	normal
18514	user18514	01020199	02	normal
18515	user18515	01020100	03	normal
18517	user18517	01020110	05	normal
18518	user18518	01020150	06	normal
18519	user18519	01020199	07	normal
18520	user18520	01020100	08	normal
18521	user18521	01020101	09	normal
18530	user18530	01020100	99	vice
18531	user18531	01020101	01	normal
18532	user18532	01020110	02	normal
18533	user18533	01020150	03	normal
18535	user18535	01020100	05	normal
18536	user18536	01020101	06	normal
18537	user18537	01020110	07	normal
18538	user18538	01020150	08	normal
18539	user18539	01020199	09	normal
18548	user18548	01020150	99	vice
18549	user18549	01020199	01	normal
18550	user18550	01020100	02	normal
18551	user18551	01020101	03	normal
18553	user18553	01020150	05	normal
18554	user18554	01020199	06	normal
18555	user18555	01020100	07	normal
18556	user18556	01020101	08	normal
18557	user18557	01020110	09	normal
18566	user18566	01020101	99	vice
18567	user18567	01020110	01	normal
18568	user18568	01020150	02	normal
18569	user18569	01020199	03	normal
18571	user18571	01020101	05	normal
18572	user18572	01020110	06	normal
18573	user18573	01020150	07	normal
18574	user18574	01020199	08	normal
18575	user18575	01020100	09	normal
18584	user18584	01020199	99	vice
18585	user18585	01020100	01	normal
18586	user18586	01020101	02	normal
18587	user18587	01020110	03	normal
18589	user18589	01020199	05	normal
18590	user18590	01020100	06	normal
18591	user18591	01020101	07	normal
18592	user18592	01020110	08	normal
18593	user18593	01020150	09	normal
18602	user18602	01020110	99	vice
18603	user18603	01020150	01	normal
18604	user18604	01020199	02	normal
18605	user18605	01020100	03	normal
18607	user18607	01020110	05	normal
18608	user18608	01020150	06	normal
18609	user18609	01020199	07	normal
18610	user18610	01020100	08	normal
18611	user18611	01020101	09	normal
18620	user18620	01020100	99	vice
18621	user18621	01020101	01	normal
18622	user18622	01020110	02	normal
18623	user18623	01020150	03	normal
18625	user18625	01020100	05	normal
18626	user18626	01020101	06	normal
18627	user18627	01020110	07	normal
18628	user18628	01020150	08	normal
18629	user18629	01020199	09	normal
18638	user18638	01020150	99	vice
18639	user18639	01020199	01	normal
18640	user18640	01020100	02	normal
18641	user18641	01020101	03	normal
18643	user18643	01020150	05	normal
18644	user18644	01020199	06	normal
18645	user18645	01020100	07	normal
18646	user18646	01020101	08	normal
18647	user18647	01020110	09	normal
18656	user18656	01020101	99	vice
18657	user18657	01020110	01	normal
18658	user18658	01020150	02	normal
18659	user18659	01020199	03	normal
18661	user18661	01020101	05	normal
18662	user18662	01020110	06	normal
18663	user18663	01020150	07	normal
18664	user18664	01020199	08	normal
18665	user18665	01020100	09	normal
18674	user18674	01020199	99	vice
18675	user18675	01020100	01	normal
18676	user18676	01020101	02	normal
18677	user18677	01020110	03	normal
18679	user18679	01020199	05	normal
18680	user18680	01020100	06	normal
18681	user18681	01020101	07	normal
18682	user18682	01020110	08	normal
18683	user18683	01020150	09	normal
18692	user18692	01020110	99	vice
18693	user18693	01020150	01	normal
18694	user18694	01020199	02	normal
18695	user18695	01020100	03	normal
18697	user18697	01020110	05	normal
18698	user18698	01020150	06	normal
18699	user18699	01020199	07	normal
18700	user18700	01020100	08	normal
18701	user18701	01020101	09	normal
18710	user18710	01020100	99	vice
18711	user18711	01020101	01	normal
18712	user18712	01020110	02	normal
18713	user18713	01020150	03	normal
18715	user18715	01020100	05	normal
18716	user18716	01020101	06	normal
18717	user18717	01020110	07	normal
18718	user18718	01020150	08	normal
18719	user18719	01020199	09	normal
18728	user18728	01020150	99	vice
18729	user18729	01020199	01	normal
18730	user18730	01020100	02	normal
18731	user18731	01020101	03	normal
18733	user18733	01020150	05	normal
18734	user18734	01020199	06	normal
18735	user18735	01020100	07	normal
18736	user18736	01020101	08	normal
18737	user18737	01020110	09	normal
18746	user18746	01020101	99	vice
18747	user18747	01020110	01	normal
18748	user18748	01020150	02	normal
18749	user18749	01020199	03	normal
18751	user18751	01020101	05	normal
18752	user18752	01020110	06	normal
18753	user18753	01020150	07	normal
18754	user18754	01020199	08	normal
18755	user18755	01020100	09	normal
18764	user18764	01020199	99	vice
18765	user18765	01020100	01	normal
18766	user18766	01020101	02	normal
18767	user18767	01020110	03	normal
18769	user18769	01020199	05	normal
18770	user18770	01020100	06	normal
18771	user18771	01020101	07	normal
18772	user18772	01020110	08	normal
18773	user18773	01020150	09	normal
18782	user18782	01020110	99	vice
18783	user18783	01020150	01	normal
18784	user18784	01020199	02	normal
18785	user18785	01020100	03	normal
18787	user18787	01020110	05	normal
18788	user18788	01020150	06	normal
18789	user18789	01020199	07	normal
18790	user18790	01020100	08	normal
18791	user18791	01020101	09	normal
18800	user18800	01020100	99	vice
18801	user18801	01020101	01	normal
18802	user18802	01020110	02	normal
18803	user18803	01020150	03	normal
18805	user18805	01020100	05	normal
18806	user18806	01020101	06	normal
18807	user18807	01020110	07	normal
18808	user18808	01020150	08	normal
18809	user18809	01020199	09	normal
18818	user18818	01020150	99	vice
18819	user18819	01020199	01	normal
18820	user18820	01020100	02	normal
18821	user18821	01020101	03	normal
18823	user18823	01020150	05	normal
18824	user18824	01020199	06	normal
18825	user18825	01020100	07	normal
18826	user18826	01020101	08	normal
18827	user18827	01020110	09	normal
18836	user18836	01020101	99	vice
18837	user18837	01020110	01	normal
18838	user18838	01020150	02	normal
18839	user18839	01020199	03	normal
18841	user18841	01020101	05	normal
18842	user18842	01020110	06	normal
18843	user18843	01020150	07	normal
18844	user18844	01020199	08	normal
18845	user18845	01020100	09	normal
18854	user18854	01020199	99	vice
18855	user18855	01020100	01	normal
18856	user18856	01020101	02	normal
18857	user18857	01020110	03	normal
18859	user18859	01020199	05	normal
18860	user18860	01020100	06	normal
18861	user18861	01020101	07	normal
18862	user18862	01020110	08	normal
18863	user18863	01020150	09	normal
18872	user18872	01020110	99	vice
18873	user18873	01020150	01	normal
18874	user18874	01020199	02	normal
18875	user18875	01020100	03	normal
18877	user18877	01020110	05	normal
18878	user18878	01020150	06	normal
18879	user18879	01020199	07	normal
18880	user18880	01020100	08	normal
18881	user18881	01020101	09	normal
18890	user18890	01020100	99	vice
18891	user18891	01020101	01	normal
18892	user18892	01020110	02	normal
18893	user18893	01020150	03	normal
18895	user18895	01020100	05	normal
18896	user18896	01020101	06	normal
18897	user18897	01020110	07	normal
18898	user18898	01020150	08	normal
18899	user18899	01020199	09	normal
18908	user18908	01020150	99	vice
18909	user18909	01020199	01	normal
18910	user18910	01020100	02	normal
18911	user18911	01020101	03	normal
18913	user18913	01020150	05	normal
18914	user18914	01020199	06	normal
18915	user18915	01020100	07	normal
18916	user18916	01020101	08	normal
18917	user18917	01020110	09	normal
18926	user18926	01020101	99	vice
18927	user18927	01020110	01	normal
18928	user18928	01020150	02	normal
18929	user18929	01020199	03	normal
18931	user18931	01020101	05	normal
18932	user18932	01020110	06	normal
18933	user18933	01020150	07	normal
18934	user18934	01020199	08	normal
18935	user18935	01020100	09	normal
18944	user18944	01020199	99	vice
18945	user18945	01020100	01	normal
18946	user18946	01020101	02	normal
18947	user18947	01020110	03	normal
18949	user18949	01020199	05	normal
18950	user18950	01020100	06	normal
18951	user18951	01020101	07	normal
18952	user18952	01020110	08	normal
18953	user18953	01020150	09	normal
18962	user18962	01020110	99	vice
18963	user18963	01020150	01	normal
18964	user18964	01020199	02	normal
18965	user18965	01020100	03	normal
18967	user18967	01020110	05	normal
18968	user18968	01020150	06	normal
18969	user18969	01020199	07	normal
18970	user18970	01020100	08	normal
18971	user18971	01020101	09	normal
18980	user18980	01020100	99	vice
18981	user18981	01020101	01	normal
18982	user18982	01020110	02	normal
18983	user18983	01020150	03	normal
18985	user18985	01020100	05	normal
18986	user18986	01020101	06	normal
18987	user18987	01020110	07	normal
18988	user18988	01020150	08	normal
18989	user18989	01020199	09	normal
18998	user18998	01020150	99	vice
18999	user18999	01020199	01	normal
19000	user19000	01020100	02	normal
19001	user19001	01020101	03	normal
19003	user19003	01020150	05	normal
19004	user19004	01020199	06	normal
19005	user19005	01020100	07	normal
19006	user19006	01020101	08	normal
19007	user19007	01020110	09	normal
19016	user19016	01020101	99	vice
19017	user19017	01020110	01	normal
19018	user19018	01020150	02	normal
19019	user19019	01020199	03	normal
19021	user19021	01020101	05	normal
19022	user19022	01020110	06	normal
19023	user19023	01020150	07	normal
19024	user19024	01020199	08	normal
19025	user19025	01020100	09	normal
19034	user19034	01020199	99	vice
19035	user19035	01020100	01	normal
19036	user19036	01020101	02	normal
19037	user19037	01020110	03	normal
19039	user19039	01020199	05	normal
19040	user19040	01020100	06	normal
19041	user19041	01020101	07	normal
19042	user19042	01020110	08	normal
19043	user19043	01020150	09	normal
19052	user19052	01020110	99	vice
19053	user19053	01020150	01	normal
19054	user19054	01020199	02	normal
19055	user19055	01020100	03	normal
19057	user19057	01020110	05	normal
19058	user19058	01020150	06	normal
19059	user19059	01020199	07	normal
19060	user19060	01020100	08	normal
19061	user19061	01020101	09	normal
19070	user19070	01020100	99	vice
19071	user19071	01020101	01	normal
19072	user19072	01020110	02	normal
19073	user19073	01020150	03	normal
19075	user19075	01020100	05	normal
19076	user19076	01020101	06	normal
19077	user19077	01020110	07	normal
19078	user19078	01020150	08	normal
19079	user19079	01020199	09	normal
19088	user19088	01020150	99	vice
19089	user19089	01020199	01	normal
19090	user19090	01020100	02	normal
19091	user19091	01020101	03	normal
19093	user19093	01020150	05	normal
19094	user19094	01020199	06	normal
19095	user19095	01020100	07	normal
19096	user19096	01020101	08	normal
19097	user19097	01020110	09	normal
